order_id,date,region,product,category,customer_type,quantity,price,discount,sales
129,2024-01-05,West,Monitor,Electronics,Returning,8,1376,0.22,8586.24
130,2024-08-05,North,Tablet,Electronics,Returning,9,1020,0.04,8812.8
131,2024-09-11,East,Monitor,Electronics,Returning,8,1069,0.27,6242.96
132,2024-12-24,West,Laptop,Electronics,Returning,8,1191,0.02,9337.44
133,2024-10-09,North,Monitor,Electronics,New,1,210,0.16,176.4
134,2024-07-25,East,Laptop,Accessories,Returning,5,450,0.04,2160.0
135,2024-01-15,North,Monitor,Accessories,Returning,4,247,0.0,988.0
136,2024-12-11,North,Laptop,Accessories,New,2,1333,0.13,2319.42
137,2024-02-11,South,Phone,Accessories,Returning,8,709,0.09,5161.52
138,2024-06-27,South,Mouse,Electronics,New,3,1120,0.15,2856.0
139,2024-03-03,East,Mouse,Accessories,Returning,4,448,0.17,1487.36
140,2024-12-17,South,Keyboard,Electronics,Returning,7,127,0.01,880.11
141,2024-08-18,East,Mouse,Accessories,New,9,173,0.04,1494.72
142,2024-08-28,South,Tablet,Electronics,New,2,124,0.17,205.84
143,2024-02-21,North,Monitor,Electronics,Returning,3,186,0.1,502.2
144,2024-04-05,East,Keyboard,Accessories,Returning,4,651,0.22,2031.1200000000001
145,2024-08-09,East,Tablet,Electronics,Returning,1,1473,0.2,1178.4
146,2024-08-18,North,Tablet,Electronics,New,7,886,0.25,4651.5
147,2024-08-24,East,Laptop,Accessories,Returning,2,549,0.21,867.4200000000001
148,2024-05-22,East,Mouse,Electronics,New,5,187,0.13,813.45
149,2024-06-19,South,Phone,Accessories,New,1,99,0.2,79.2
150,2024-01-29,East,Phone,Accessories,Returning,3,1022,0.08,2820.7200000000003
151,2024-02-05,West,Keyboard,Accessories,New,2,303,0.09,551.46
152,2024-01-13,North,Phone,Electronics,Returning,1,759,0.24,576.84
153,2024-06-08,South,Monitor,Electronics,Returning,7,612,0.13,3727.08
154,2024-11-22,South,Phone,Electronics,Returning,5,806,0.24,3062.8
155,2024-07-05,West,Keyboard,Accessories,Returning,1,1499,0.25,1124.25
156,2024-08-30,North,Phone,Electronics,Returning,6,596,0.26,2646.24
157,2024-03-26,North,Monitor,Accessories,New,5,1375,0.27,5018.75
158,2024-10-10,South,Laptop,Accessories,New,3,971,0.13,2534.31
159,2024-03-06,East,Keyboard,Electronics,Returning,7,630,0.1,3969.0
160,2024-06-18,South,Laptop,Accessories,Returning,9,1422,0.17,10622.34
161,2024-02-14,North,Laptop,Electronics,New,9,98,0.11,784.98
162,2024-03-02,West,Laptop,Electronics,New,9,966,0.18,7129.080000000001
163,2024-05-13,South,Tablet,Electronics,New,2,1147,0.21,1812.26
164,2024-10-10,North,Mouse,Electronics,New,3,753,0.21,1784.6100000000001
165,2024-01-28,South,Tablet,Electronics,Returning,7,310,0.11,1931.3
166,2024-04-17,East,Mouse,Accessories,Returning,5,405,0.05,1923.75
167,2024-02-13,South,Laptop,Accessories,New,2,1333,0.13,2319.42
168,2024-12-05,South,Keyboard,Accessories,Returning,3,687,0.04,1978.56
169,2024-10-12,North,Mouse,Electronics,New,6,792,0.27,3468.96
170,2024-11-26,North,Monitor,Electronics,Returning,7,1368,0.1,8618.4
171,2024-05-07,North,Monitor,Electronics,New,9,1059,0.05,9054.449999999999
172,2024-12-13,South,Phone,Accessories,Returning,1,980,0.01,970.2
173,2024-08-18,East,Mouse,Electronics,New,7,690,0.19,3912.3
174,2024-07-08,West,Keyboard,Accessories,New,8,841,0.19,5449.68
175,2024-08-12,West,Tablet,Accessories,Returning,3,1386,0.1,3742.2000000000003
176,2024-10-09,North,Laptop,Electronics,New,4,661,0.02,2591.12
177,2024-04-30,North,Phone,Electronics,Returning,6,858,0.12,4530.24
178,2024-04-25,South,Monitor,Accessories,Returning,7,1255,0.09,7994.35
179,2024-08-20,West,Tablet,Electronics,New,4,735,0.2,2352.0
180,2024-09-15,North,Tablet,Accessories,Returning,8,1437,0.18,9426.720000000001
181,2024-12-24,East,Laptop,Electronics,Returning,5,237,0.11,1054.65
182,2024-07-16,East,Mouse,Electronics,Returning,1,1034,0.07,961.6199999999999
183,2024-05-16,North,Monitor,Accessories,Returning,4,597,0.3,1671.6
184,2024-11-13,North,Keyboard,Electronics,Returning,3,774,0.14,1996.92
185,2024-06-13,West,Tablet,Accessories,New,9,975,0.21,6932.25
186,2024-08-12,West,Laptop,Electronics,Returning,8,1481,0.04,11374.08
187,2024-11-02,South,Keyboard,Accessories,Returning,1,925,0.15,786.25
188,2024-08-21,West,Mouse,Accessories,Returning,6,667,0.01,3961.98
189,2024-06-20,East,Monitor,Electronics,Returning,9,463,0.15,3541.95
190,2024-05-31,East,Mouse,Accessories,Returning,7,1415,0.29,7032.549999999999
191,2024-11-10,North,Tablet,Electronics,New,4,1293,0.12,4551.36
192,2024-06-08,West,Keyboard,Electronics,Returning,1,952,0.01,942.48
193,2024-04-05,South,Keyboard,Electronics,New,2,212,0.01,419.76
194,2024-08-20,East,Keyboard,Accessories,New,5,1293,0.12,5689.2
195,2024-06-28,East,Tablet,Accessories,New,5,319,0.05,1515.25
196,2024-04-22,South,Tablet,Electronics,New,8,681,0.01,5393.5199999999995
197,2024-11-13,South,Mouse,Electronics,Returning,6,955,0.23,4412.1
198,2024-02-21,East,Phone,Accessories,New,8,1473,0.14,10134.24
199,2024-09-24,East,Mouse,Electronics,New,2,1255,0.09,2284.1
200,2024-10-21,South,Monitor,Electronics,Returning,3,254,0.27,556.26
201,2024-04-22,East,Laptop,Accessories,Returning,6,631,0.03,3672.42
202,2024-04-10,North,Keyboard,Electronics,Returning,3,890,0.29,1895.6999999999998
203,2024-04-22,North,Phone,Accessories,New,6,1301,0.09,7103.46
204,2024-03-21,South,Laptop,Electronics,Returning,6,645,0.27,2825.1
205,2024-07-05,West,Phone,Accessories,Returning,2,299,0.18,490.36
206,2024-04-22,South,Mouse,Electronics,New,7,924,0.25,4851.0
207,2024-01-02,South,Tablet,Electronics,Returning,2,245,0.3,343.0
208,2024-05-09,West,Keyboard,Accessories,Returning,6,739,0.09,4034.94
209,2024-08-07,West,Mouse,Electronics,Returning,1,1143,0.29,811.53
210,2024-02-23,West,Laptop,Accessories,Returning,3,688,0.12,1816.32
211,2024-12-08,North,Laptop,Electronics,New,2,1472,0.12,2590.72
212,2024-08-11,East,Laptop,Accessories,Returning,7,721,0.1,4542.3
213,2024-08-12,North,Laptop,Accessories,Returning,4,1276,0.16,4287.36
214,2024-05-05,East,Laptop,Accessories,New,8,1221,0.05,9279.6
215,2024-05-09,North,Phone,Accessories,Returning,6,993,0.17,4945.139999999999
216,2024-02-22,East,Mouse,Electronics,New,4,248,0.16,833.28
217,2024-06-20,North,Keyboard,Electronics,Returning,5,1499,0.23,5771.150000000001
218,2024-08-05,West,Tablet,Accessories,New,9,541,0.25,3651.75
219,2024-06-08,South,Tablet,Accessories,New,7,945,0.13,5755.05
220,2024-07-16,North,Mouse,Accessories,New,9,191,0.09,1564.29
221,2024-09-03,East,Mouse,Electronics,New,7,1386,0.08,8925.84
222,2024-11-19,West,Tablet,Electronics,Returning,1,214,0.06,201.16
223,2024-07-21,North,Tablet,Electronics,New,8,363,0.02,2845.92
224,2024-07-02,North,Phone,Electronics,Returning,4,70,0.1,252.0
225,2024-05-02,West,Monitor,Accessories,New,3,1155,0.08,3187.8
226,2024-09-11,North,Keyboard,Accessories,New,7,1204,0.29,5983.88
227,2024-10-20,South,Laptop,Accessories,New,3,1033,0.17,2572.17
228,2024-10-06,North,Monitor,Electronics,Returning,8,354,0.1,2548.8
229,2024-11-20,South,Mouse,Electronics,New,6,420,0.17,2091.6
230,2024-04-07,South,Tablet,Electronics,Returning,5,902,0.04,4329.599999999999
231,2024-07-16,West,Monitor,Accessories,Returning,4,433,0.13,1506.84
232,2024-08-27,North,Keyboard,Accessories,Returning,8,494,0.19,3201.1200000000003
233,2024-05-23,West,Mouse,Electronics,Returning,8,474,0.15,3223.2
234,2024-04-06,North,Laptop,Accessories,Returning,1,210,0.12,184.8
235,2024-07-19,North,Laptop,Electronics,Returning,9,1251,0.3,7881.299999999999
236,2024-05-03,East,Keyboard,Electronics,Returning,5,678,0.26,2508.6
237,2024-07-05,North,Keyboard,Accessories,Returning,4,944,0.19,3058.5600000000004
238,2024-11-21,West,Tablet,Electronics,Returning,6,539,0.17,2684.22
239,2024-12-14,South,Laptop,Accessories,New,6,1066,0.19,5180.76
240,2024-09-15,North,Mouse,Electronics,New,2,376,0.06,706.88
241,2024-05-27,East,Monitor,Accessories,New,8,647,0.12,4554.88
242,2024-09-08,West,Mouse,Accessories,New,7,1064,0.01,7373.5199999999995
243,2024-12-11,North,Phone,Accessories,New,1,338,0.14,290.68
244,2024-05-26,West,Phone,Electronics,Returning,5,642,0.16,2696.4
245,2024-05-27,East,Keyboard,Electronics,Returning,6,622,0.07,3470.7599999999998
246,2024-12-17,East,Tablet,Accessories,Returning,4,1427,0.29,4052.68
247,2024-07-17,West,Phone,Accessories,Returning,2,77,0.27,112.42
248,2024-11-03,North,Laptop,Electronics,Returning,4,1003,0.22,3129.36
249,2024-05-07,South,Mouse,Electronics,Returning,1,92,0.16,77.28
250,2024-02-08,East,Mouse,Electronics,Returning,7,472,0.26,2444.96
251,2024-12-03,North,Keyboard,Accessories,New,2,226,0.04,433.91999999999996
252,2024-12-25,North,Monitor,Electronics,New,2,578,0.24,878.5600000000001
253,2024-05-08,South,Keyboard,Electronics,New,9,1015,0.04,8769.6
254,2024-09-23,East,Monitor,Accessories,New,5,247,0.24,938.6
255,2024-05-30,East,Keyboard,Electronics,Returning,2,659,0.08,1212.56
256,2024-10-24,North,Keyboard,Electronics,Returning,9,891,0.26,5934.0599999999995
257,2024-04-08,North,Keyboard,Electronics,Returning,9,902,0.28,5844.96
258,2024-09-19,South,Monitor,Accessories,New,1,71,0.04,68.16
259,2024-09-08,South,Monitor,Accessories,Returning,3,1185,0.14,3057.2999999999997
260,2024-05-23,East,Keyboard,Accessories,Returning,4,1130,0.29,3209.2
261,2024-12-11,West,Phone,Accessories,Returning,7,1139,0.15,6777.05
262,2024-04-21,East,Tablet,Accessories,New,4,891,0.26,2637.36
263,2024-02-29,North,Tablet,Accessories,Returning,2,147,0.18,241.08
264,2024-01-02,East,Tablet,Accessories,New,7,1217,0.11,7581.91
265,2024-10-30,West,Monitor,Electronics,New,6,484,0.09,2642.64
266,2024-09-10,South,Monitor,Electronics,New,3,686,0.06,1934.52
267,2024-05-19,West,Phone,Accessories,New,6,1159,0.23,5354.58
268,2024-02-06,West,Tablet,Electronics,Returning,6,637,0.12,3363.36
269,2024-06-08,West,Tablet,Electronics,New,5,393,0.15,1670.25
270,2024-01-09,South,Keyboard,Accessories,New,4,1367,0.15,4647.8
271,2024-08-20,West,Monitor,Electronics,Returning,1,620,0.17,514.6
272,2024-04-08,West,Tablet,Electronics,Returning,6,660,0.26,2930.4
273,2024-05-26,West,Mouse,Electronics,New,2,292,0.29,414.64
274,2024-10-30,North,Phone,Electronics,Returning,3,610,0.12,1610.4
275,2024-07-26,West,Mouse,Electronics,New,8,1009,0.25,6054.0
276,2024-05-10,South,Mouse,Accessories,New,6,81,0.23,374.22
277,2024-05-31,West,Phone,Accessories,New,3,440,0.17,1095.6
278,2024-02-23,West,Mouse,Accessories,New,7,326,0.29,1620.22
279,2024-04-29,South,Tablet,Electronics,Returning,4,581,0.06,2184.56
280,2024-06-09,West,Monitor,Accessories,New,9,1227,0.03,10711.71
281,2024-04-25,South,Phone,Electronics,Returning,5,432,0.26,1598.4
282,2024-03-15,West,Keyboard,Electronics,Returning,3,1141,0.13,2978.0099999999998
283,2024-04-22,South,Mouse,Electronics,Returning,2,933,0.25,1399.5
284,2024-04-13,West,Phone,Electronics,Returning,2,263,0.27,383.98
285,2024-12-05,West,Laptop,Accessories,New,3,425,0.02,1249.5
286,2024-09-10,North,Laptop,Accessories,Returning,2,793,0.27,1157.78
287,2024-08-14,North,Monitor,Electronics,New,4,262,0.13,911.76
288,2024-04-21,West,Tablet,Accessories,Returning,2,128,0.15,217.6
289,2024-04-08,West,Monitor,Electronics,Returning,9,677,0.19,4935.33
290,2024-06-01,East,Monitor,Accessories,New,2,653,0.28,940.3199999999999
291,2024-12-14,South,Monitor,Accessories,New,9,831,0.01,7404.21
292,2024-12-03,East,Monitor,Electronics,New,6,1454,0.14,7502.64
293,2024-07-12,North,Keyboard,Accessories,Returning,1,1050,0.21,829.5
294,2024-11-05,North,Keyboard,Electronics,Returning,4,729,0.22,2274.48
295,2024-06-11,North,Phone,Accessories,New,1,107,0.21,84.53
296,2024-07-26,North,Laptop,Electronics,New,6,1099,0.04,6330.24
297,2024-06-17,West,Monitor,Electronics,New,4,930,0.09,3385.2000000000003
298,2024-06-09,North,Phone,Accessories,New,3,496,0.11,1324.32
299,2024-03-08,West,Laptop,Accessories,Returning,3,115,0.24,262.2
300,2024-10-15,West,Mouse,Electronics,New,9,1327,0.08,10987.560000000001
301,2024-10-03,North,Tablet,Accessories,New,6,1117,0.06,6299.879999999999
302,2024-10-30,North,Keyboard,Accessories,New,9,1170,0.29,7476.299999999999
303,2024-05-14,South,Mouse,Electronics,New,5,1061,0.0,5305.0
304,2024-07-13,East,Laptop,Electronics,Returning,2,276,0.3,386.4
305,2024-05-07,North,Mouse,Accessories,New,8,823,0.2,5267.200000000001
306,2024-02-02,South,Tablet,Electronics,Returning,5,728,0.25,2730.0
307,2024-06-24,South,Laptop,Electronics,New,2,650,0.09,1183.0
308,2024-01-22,East,Mouse,Electronics,New,4,428,0.0,1712.0
309,2024-08-25,West,Keyboard,Accessories,Returning,9,1251,0.22,8782.02
310,2024-06-06,North,Keyboard,Accessories,New,4,758,0.25,2274.0
311,2024-02-07,East,Phone,Electronics,Returning,4,356,0.22,1110.72
312,2024-08-17,North,Mouse,Accessories,Returning,2,828,0.04,1589.76
313,2024-12-30,South,Monitor,Electronics,New,6,553,0.23,2554.86
314,2024-02-20,South,Mouse,Accessories,Returning,2,317,0.23,488.18
315,2024-09-20,West,Laptop,Electronics,Returning,7,57,0.2,319.20000000000005
316,2024-10-09,South,Laptop,Electronics,Returning,3,557,0.23,1286.67
317,2024-01-27,South,Mouse,Accessories,Returning,3,525,0.25,1181.25
318,2024-08-13,East,Tablet,Electronics,Returning,5,1370,0.18,5617.0
319,2024-10-03,North,Keyboard,Accessories,Returning,3,213,0.03,619.8299999999999
320,2024-10-12,North,Laptop,Accessories,Returning,2,534,0.15,907.8
321,2024-04-06,East,Keyboard,Electronics,Returning,9,1145,0.02,10098.9
322,2024-10-10,West,Laptop,Electronics,New,2,616,0.12,1084.16
323,2024-11-12,North,Phone,Accessories,New,2,954,0.12,1679.04
324,2024-10-30,South,Monitor,Electronics,Returning,8,608,0.02,4766.72
325,2024-05-26,North,Laptop,Electronics,New,9,287,0.1,2324.7000000000003
326,2024-01-04,South,Keyboard,Electronics,Returning,7,1177,0.03,7991.83
327,2024-02-04,West,Phone,Electronics,Returning,3,1283,0.24,2925.2400000000002
328,2024-07-10,East,Laptop,Electronics,New,9,603,0.28,3907.44
329,2024-02-18,North,Tablet,Accessories,Returning,3,877,0.02,2578.38
330,2024-01-17,East,Monitor,Accessories,Returning,5,517,0.29,1835.35
331,2024-06-20,North,Laptop,Electronics,Returning,9,1341,0.16,10137.96
332,2024-08-07,South,Phone,Electronics,Returning,3,435,0.09,1187.55
333,2024-06-06,East,Tablet,Electronics,New,7,824,0.02,5652.64
334,2024-02-15,North,Mouse,Accessories,Returning,1,897,0.15,762.4499999999999
335,2024-01-06,South,Phone,Electronics,Returning,4,436,0.24,1325.44
336,2024-04-08,East,Phone,Accessories,Returning,4,926,0.21,2926.1600000000003
337,2024-08-20,East,Tablet,Accessories,New,7,308,0.02,2112.88
338,2024-02-06,North,Phone,Accessories,Returning,8,332,0.02,2602.88
339,2024-10-06,North,Tablet,Electronics,New,1,89,0.12,78.32000000000001
340,2024-12-14,North,Laptop,Accessories,New,5,535,0.09,2434.25
341,2024-10-28,South,Tablet,Electronics,Returning,7,978,0.07,6366.78
342,2024-06-29,North,Tablet,Accessories,Returning,4,269,0.08,989.9200000000001
343,2024-04-04,East,Monitor,Electronics,New,4,1202,0.24,3654.08
344,2024-04-08,East,Tablet,Accessories,Returning,4,1064,0.28,3064.3199999999997
345,2024-07-06,North,Tablet,Electronics,New,6,1073,0.12,5665.44
346,2024-04-25,North,Mouse,Accessories,New,7,662,0.27,3382.8199999999997
347,2024-07-09,West,Laptop,Electronics,Returning,2,977,0.1,1758.6000000000001
348,2024-09-09,East,Monitor,Electronics,Returning,5,737,0.14,3169.1
349,2024-06-09,South,Mouse,Electronics,New,4,662,0.07,2462.64
350,2024-09-12,West,Keyboard,Electronics,New,3,309,0.19,750.87
351,2024-11-18,North,Laptop,Accessories,New,7,1039,0.29,5163.83
352,2024-05-07,North,Laptop,Accessories,New,6,1015,0.18,4993.8
353,2024-01-18,East,Keyboard,Electronics,Returning,7,415,0.11,2585.45
354,2024-10-07,North,Tablet,Accessories,Returning,5,593,0.19,2401.65
355,2024-08-10,South,Mouse,Electronics,Returning,6,698,0.04,4020.48
356,2024-02-23,East,Phone,Electronics,Returning,5,863,0.27,3149.95
357,2024-02-27,North,Monitor,Accessories,Returning,7,1089,0.15,6479.55
358,2024-11-18,East,Phone,Electronics,New,2,1202,0.13,2091.48
359,2024-12-25,North,Keyboard,Electronics,Returning,5,624,0.18,2558.4
360,2024-06-22,North,Laptop,Accessories,Returning,6,1182,0.19,5744.52
361,2024-10-06,North,Laptop,Electronics,Returning,6,1062,0.02,6244.5599999999995
362,2024-04-23,South,Monitor,Electronics,Returning,5,719,0.2,2876.0
363,2024-10-14,South,Laptop,Electronics,Returning,7,318,0.07,2070.18
364,2024-12-07,East,Laptop,Electronics,New,8,1235,0.21,7805.200000000001
365,2024-05-30,North,Monitor,Accessories,New,7,1333,0.25,6998.25
366,2024-05-06,North,Mouse,Accessories,New,5,973,0.24,3697.4
367,2024-06-03,South,Mouse,Accessories,Returning,1,1175,0.17,975.25
